"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"44","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","11","2,700","60","12","2017","반달로35번길 30","202509~202609","신규","-","",""
"45","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202508","10","1,000","75","11","2017"," ","202509~202608","신규","-","",""
"46","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202508","09","500","70","6","2017"," ","202508~202608","신규","-","",""
"47","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","08","1,000","75","11","2017"," ","202508~202608","신규","-","",""
"48","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","27.9800","202508","08","500","50","6","2000","봉영로 1617","202508~202608","신규","-","",""
"49","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","04","1,000","75","15","2017"," ","202508~202608","신규","-","",""
"50","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","02","1,000","75","14","2017"," ","202508~202608","신규","-","",""
"51","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","01","100","75","15","2017"," ","202508~202608","신규","-","",""
"52","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202508","01","500","73","15","2017"," ","202508~202608","갱신","사용","500","70"
"53","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202507","30","500","40","7","2003","봉영로1759번길 17","202508~202608","신규","-","",""
"54","경기도 수원시 영통구 영통동","996-3","0996","0003","대우 월드마크 영통","월세","62.8100","202507","28","2,000","110","7","2008","봉영로 1620","202508~202608","신규","-","",""
"55","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202507","28","500","50","15","2000","봉영로 1617","202508~202608","신규","-","",""
"56","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202507","26","12,500","15","5","2017"," ","202508~202708","신규","-","",""
"57","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202507","26","3,500","68","9","2017"," ","202508~202608","신규","-","",""
"58","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202507","25","1,006","55","17","2017"," ","202507~202709","신규","-","",""
"59","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202507","25","15,000","0","5","2017"," ","202508~202708","신규","-","",""
"60","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","36.2300","202507","25","8,000","0","6","2000","봉영로 1617","202508~202702","신규","-","",""
"61","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202507","24","12,500","20","5","2017"," ","202508~202708","신규","-","",""
"62","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202507","24","500","70","7","2017"," ","202507~202607","신규","-","",""
"63","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202507","22","500","75","10","2017"," ","202508~202607","갱신","사용","500","73"
"64","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202507","22","2,000","110","11","2006","중부대로 604","202507~202607","갱신","-","2,000","120"
"65","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","28.4400","202507","21","6,000","0","6","2000","봉영로 1617","202507~202707","갱신","사용","6,500","0"
"66","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","21","1,000","80","9","2017"," ","202508~202608","신규","-","",""
"67","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","21","1,000","80","9","2017"," ","202508~202608","신규","-","",""
"68","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202507","19","2,700","105","10","2017"," ","202507~202607","신규","-","",""
"69","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","30.1700","202507","19","500","50","10","2000","봉영로 1617","202508~202608","신규","-","",""
"70","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202507","18","25,500","0","9","2006","중부대로 604","202507~202707","갱신","사용","24,500","0"
"71","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","16","1,000","75","16","2017"," ","202507~202607","신규","-","",""
"72","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202507","16","24,000","0","14","2006","중부대로 604","202508~202708","갱신","사용","23,000","0"
"73","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","28.4400","202507","13","6,000","0","7","2000","봉영로 1617","202507~202707","갱신","사용","6,300","0"
"74","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","27.9800","202507","11","500","45","13","2000","봉영로 1617","202507~202607","신규","-","",""
"75","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","11","500","75","11","2017"," ","202508~202608","신규","-","",""
"76","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202507","11","500","45","8","2003","봉영로1759번길 17","202507~202607","신규","-","",""
"77","경기도 수원시 영통구 영통동","996-3","0996","0003","대우 월드마크 영통","전세","53.3100","202507","10","16,500","0","5","2008","봉영로 1620","202508~202708","신규","-","",""
"78","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202507","10","500","40","5","2003","봉영로1759번길 17","202508~202708","신규","-","",""
"79","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202507","10","3,000","25","6","2003","봉영로1759번길 17","202508~202608","신규","-","",""
"80","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202507","09","100","32","7","2017"," ","202507~202709","신규","-","",""
"81","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202507","09","500","69","8","2017"," ","202507~202607","신규","-","",""
"82","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202507","09","300","42","7","2003","봉영로1759번길 17","202507~202607","신규","-","",""
"83","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202507","08","3,640","14","7","2017"," ","202506~202709","갱신","-","100","34"
"84","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202507","08","24,000","0","14","2006","중부대로 604","202509~202709","갱신","사용","23,000","0"
"85","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","07","1,000","75","12","2017"," ","202508~202608","신규","-","",""
"86","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202507","07","100","31","20","2017"," ","202507~202709","신규","-","",""
"87","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202507","07","1,248","44","14","2017"," ","202507~202709","신규","-","",""
"88","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202507","05","1,248","61","8","2017"," ","202507~202709","신규","-","",""
"89","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","04","500","64","4","2017"," ","202507~202607","갱신","사용","500","61"
"90","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202507","03","500","50","9","2000","봉영로 1617","202507~202607","신규","-","",""
"91","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202507","02","3,000","120","13","2006","중부대로 604","202508~202708","신규","-","",""
"92","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202507","02","1,000","75","15","2017"," ","202507~202607","신규","-","",""
"93","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202507","01","1,248","61","7","2017"," ","202507~202709","신규","-","",""
"94","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202507","01","13,000","20","10","2017"," ","202507~202707","갱신","사용","13,230","0"
"95","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","28.5600","202506","30","1,000","50","7","2003","덕영대로 1709","202506~202606","신규","-","",""
"96","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","28","1,000","75","14","2017"," ","202507~202607","신규","-","",""
"97","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","31.0400","202506","28","500","54","3","2004","영일로 8","202507~202607","신규","-","",""
"98","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","28","1,000","68","6","2017"," ","202507~202607","갱신","-","1,000","63"
"99","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","28","1,000","75","8","2017"," ","202506~202607","신규","-","",""
"100","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","27","1,000","75","20","2017"," ","202507~202607","신규","-","",""
"101","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","30.2400","202506","27","500","54","3","2004","영일로 8","202507~202607","신규","-","",""
"102","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","27.0300","202506","26","5,000","63","16","2017"," ","202506~202606","갱신","사용","5,000","60"
"103","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202506","26","100","35","13","2017"," ","202506~202709","신규","-","",""
"104","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202506","26","100","34","7","2017"," ","202506~202709","신규","-","",""
"105","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","24","4,500","57","7","2017"," ","202506~202606","갱신","사용","14,500","0"
"106","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","24","3,000","60","18","2017"," ","202507~202607","갱신","-","3,000","57"
"107","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","24","1,000","75","9","2017"," ","202506~202606","갱신","-","1,000","73"
"108","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","20.0600","202506","23","1,000","70","15","2017"," ","202506~202606","신규","-","",""
"109","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202506","19","3,000","130","4","2006","중부대로 604","202508~202708","신규","-","",""
"110","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","18","500","60","6","2017"," ","202507~202607","신규","-","",""
"111","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","37.9300","202506","18","500","50","7","2000","봉영로 1617","202507~202607","신규","-","",""
"112","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202506","18","13,400","0","9","2017"," ","202506~202706","갱신","사용","14,000","0"
"113","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","15","500","69","13","2017"," ","202506~202606","신규","-","",""
"114","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5900","202506","14","4,500","61","13","2017"," ","202507~202607","신규","-","",""
"115","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","13","1,000","75","10","2017"," ","202508~202608","신규","-","",""
"116","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202506","13","1,000","75","5","2017"," ","202507~202607","신규","-","",""
"117","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202506","11","1,000","78","14","2017"," ","202507~202607","신규","-","",""
"118","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202506","11","3,000","120","10","2006","중부대로 604","202507~202707","신규","-","",""
"119","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202506","10","1,000","94","16","2017"," ","202506~202606","갱신","-","1,000","90"
"120","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","30.2400","202506","10","500","53","3","2004","영일로 8","202507~202607","갱신","-","500","50"
"121","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202506","07","26,000","0","5","2006","중부대로 604","202507~202707","신규","-","",""
"122","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","28.8100","202506","03","500","50","12","2000","봉영로 1617","202506~202606","신규","-","",""
"123","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202505","31","5,000","52","12","2017"," ","202506~202603","갱신","-","5,000","52"
"124","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202505","31","500","75","9","2017"," ","202506~202701","신규","-","",""
"125","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","30","1,000","75","10","2017"," ","202505~202605","신규","-","",""
"126","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202505","30","500","75","9","2017"," ","202505~202605","신규","-","",""
"127","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","30","500","68","13","2017"," ","202507~202606","갱신","사용","500","65"
"128","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","27.0300","202505","29","500","69","8","2017"," ","202507~202607","갱신","-","500","63"
"129","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","29","1,000","75","13","2017"," ","202506~202606","신규","-","",""
"130","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","29","500","75","6","2017"," ","202506~202606","신규","-","",""
"131","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","31.2000","202505","28","500","45","13","2000","봉영로 1617","202506~202606","신규","-","",""
"132","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","24","1,000","75","19","2017"," ","202506~202606","갱신","-","1,000","75"
"133","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","24","500","76","17","2017"," ","202506~202606","신규","-","",""
"134","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","23","5,000","52","15","2017"," ","202507~202607","갱신","-","5,000","49"
"135","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","23","1,000","75","17","2017"," ","202506~202606","신규","-","",""
"136","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","21","1,000","71","14","2017"," ","202506~202606","갱신","사용","1,000","68"
"137","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","21","1,000","75","7","2017"," ","202506~202606","신규","-","",""
"138","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","21","1,000","73","19","2017"," ","202505~202605","갱신","사용","1,000","70"
"139","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202505","19","1,000","75","10","2017"," ","202505~202705","신규","-","",""
"140","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202505","19","7,314","22","8","2017"," ","202505~202606","갱신","사용","7,364","22"
"141","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202505","17","500","45","7","2003","봉영로1759번길 17","202505~202705","신규","-","",""
"142","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","54.0200","202505","14","29,000","0","11","2017"," ","202506~202706","신규","-","",""
"143","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","14","13,000","10","11","2017"," ","202506~202706","신규","-","",""
"144","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202505","09","1,000","75","12","2017"," ","202506~202606","신규","-","",""
"145","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202505","08","14,500","0","14","2017"," ","202505~202705","갱신","사용","15,000","0"
"146","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","29.2700","202505","08","1,000","45","11","2000","봉영로 1617","202505~202605","신규","-","",""
"147","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202505","07","3,000","48","12","2017"," ","202507~202607","갱신","사용","3,000","45"
"148","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202505","02","12,500","0","12","2017"," ","202505~202705","신규","-","",""
"149","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202504","25","500","42","2","2003","봉영로1759번길 17","202504~202604","신규","-","",""
"150","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","26.0800","202504","24","13,000","0","4","2017"," ","202505~202705","갱신","사용","13,000","0"
"151","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5900","202504","23","1,000","75","8","2017"," ","202505~202605","신규","-","",""
"152","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202504","22","13,000","15","10","2017"," ","202505~202705","신규","-","",""
"153","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","30.1700","202504","18","1,000","45","12","2000","봉영로 1617","202504~202604","신규","-","",""
"154","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202504","18","500","60","7","2003","덕영대로 1709","202504~202604","신규","-","",""
"155","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","31.7000","202504","18","1,000","50","6","2000","봉영로 1617","202504~202604","신규","-","",""
"156","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202504","17","13,000","20","11","2017"," ","202506~202706","신규","-","",""
"157","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202504","17","1,006","55","7","2017"," ","202504~202706","신규","-","",""
