"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"13","경기도 수원시 영통구 영통동","9**","12m미만","25.00","월세","202509","23","500","46","2001","매영로398번길","202510~202608","신규","-","","","단독다가구"
"14","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202509","16","300","34","2003","매영로425번길","202509~202608","신규","-","","","단독다가구"
"15","경기도 수원시 영통구 영통동","1***","25m미만","43.35","월세","202509","16","2,000","55","2005","청명북로","202510~202709","신규","-","","","단독다가구"
"16","경기도 수원시 영통구 영통동","1***","25m미만","42.00","월세","202509","16","1,000","53","2000","청명북로","202510~202610","신규","-","","","단독다가구"
"17","경기도 수원시 영통구 영통동","1***","12m미만","27.34","월세","202509","16","500","43","2000","청명로59번길","202509~202608","신규","-","","","단독다가구"
"18","경기도 수원시 영통구 영통동","1***","25m이상","22.00","전세","202509","16","4,000","0","2002","청명로","202510~202710","갱신","-","4,000","0","단독다가구"
"19","경기도 수원시 영통구 영통동","1***","25m미만","24.00","전세","202509","13","14,000","0","","영통로200번길","-","-","-","","","단독다가구"
"20","경기도 수원시 영통구 영통동","1***","25m미만","56.84","월세","202509","08","1,000","70","1999","반달로","202509~202609","신규","-","","","단독다가구"
"21","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202509","06","300","27","2001","청명로59번길","202509~202609","신규","-","","","단독다가구"
"22","경기도 수원시 영통구 영통동","1***","12m미만","37.05","월세","202509","06","1,000","62","2000","청명북로7번길","202509~202609","신규","-","","","단독다가구"
"23","경기도 수원시 영통구 영통동","9**","12m미만","23.80","전세","202509","05","12,000","0","2023","봉영로1492번길","202510~202710","갱신","-","13,000","0","단독다가구"
"24","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202509","04","500","45","2001","청명북로","202509~202609","신규","-","","","단독다가구"
"25","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202509","04","300","31","1999","청명남로50번길","202509~202609","신규","-","","","단독다가구"
"26","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202509","04","500","41","2001","청명남로4번길","202509~202608","신규","-","","","단독다가구"
"27","경기도 수원시 영통구 영통동","9**","12m미만","29.70","월세","202509","03","300","33","2000","매영로398번길","202509~202609","신규","-","","","단독다가구"
"28","경기도 수원시 영통구 영통동","9**","12m미만","24.00","월세","202509","03","500","40","1998","덕영대로1673번길","202509~202608","신규","-","","","단독다가구"
"29","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202509","02","300","35","2002","봉영로1482번길","202509~202609","신규","-","","","단독다가구"
"30","경기도 수원시 영통구 영통동","7*","12m미만","21.84","월세","202509","01","7,000","25","2022","영통로351번길","202509~202709","신규","-","","","단독다가구"
"31","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202509","01","500","38","2000","청명북로15번길","202509~202608","신규","-","","","단독다가구"
"32","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202508","30","400","35","","매영로425번길","202508~202608","신규","-","","","단독다가구"
"33","경기도 수원시 영통구 영통동","9**","12m미만","22.00","월세","202508","29","3,000","20","2001","봉영로1482번길","202509~202609","신규","-","","","단독다가구"
"34","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202508","29","300","43","","청명남로50번길","202509~202609","신규","-","","","단독다가구"
"35","경기도 수원시 영통구 영통동","9**","12m미만","24.00","전세","202508","28","8,000","0","2001","덕영대로1673번길","202510~202710","신규","-","","","단독다가구"
"36","경기도 수원시 영통구 영통동","1***","12m미만","33.00","월세","202508","28","500","43","","청명남로4번길","202509~202609","신규","-","","","단독다가구"
"37","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202508","28","500","41","2000","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"38","경기도 수원시 영통구 영통동","1***","12m미만","27.34","월세","202508","27","500","43","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"39","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202508","26","300","43","1998","매영로415번길","202508~202608","신규","-","","","단독다가구"
"40","경기도 수원시 영통구 영통동","9**","12m미만","16.50","월세","202508","26","4,000","9","2003","봉영로1482번길","202509~202609","신규","-","","","단독다가구"
"41","경기도 수원시 영통구 영통동","1***","12m미만","96.93","월세","202508","26","3,000","88","2001","청명남로12번길","202509~202708","신규","-","","","단독다가구"
"42","경기도 수원시 영통구 영통동","1***","25m이상","26.00","월세","202508","26","500","37","2001","청명로59번길","202509~202608","신규","-","","","단독다가구"
"43","경기도 수원시 영통구 영통동","9**","12m미만","16.00","전세","202508","25","7,800","0","2001","봉영로1482번길","-","-","-","","","단독다가구"
"44","경기도 수원시 영통구 영통동","9**","12m미만","16.50","월세","202508","25","300","33","2003","봉영로1482번길","202508~202608","신규","-","","","단독다가구"
"45","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202508","25","300","30","1998","매영로415번길","202508~202608","신규","-","","","단독다가구"
"46","경기도 수원시 영통구 영통동","1***","25m미만","23.00","월세","202508","25","500","43","2001","반달로","202508~202608","신규","-","","","단독다가구"
"47","경기도 수원시 영통구 영통동","1***","12m미만","15.00","월세","202508","24","500","40","2000","청명남로12번길","202508~202608","신규","-","","","단독다가구"
"48","경기도 수원시 영통구 영통동","1***","12m미만","28.88","월세","202508","23","500","41","2000","청명북로7번길","202508~202608","신규","-","","","단독다가구"
"49","경기도 수원시 영통구 영통동","9**","12m미만","21.70","전세","202508","23","7,000","0","2002","봉영로1482번길","202509~202709","신규","-","","","단독다가구"
"50","경기도 수원시 영통구 영통동","1***","25m이상","16.00","월세","202508","22","300","38","2000","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"51","경기도 수원시 영통구 영통동","1***","12m미만","28.54","월세","202508","20","1,000","41","2001","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"52","경기도 수원시 영통구 영통동","1***","25m미만","20.00","월세","202508","19","2,500","35","2001","반달로","202508~202608","신규","-","","","단독다가구"
"53","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202508","19","200","31","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"54","경기도 수원시 영통구 영통동","1***","12m미만","26.93","월세","202508","19","500","38","2000","청명북로7번길","202508~202608","신규","-","","","단독다가구"
"55","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202508","19","300","42","2000","청명남로4번길","202508~202602","신규","-","","","단독다가구"
"56","경기도 수원시 영통구 영통동","1***","25m이상","21.00","월세","202508","19","500","43","","청명로59번길","202508~202608","신규","-","","","단독다가구"
"57","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202508","18","500","44","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"58","경기도 수원시 영통구 영통동","1***","25m이상","33.00","월세","202508","16","500","42","1998","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"59","경기도 수원시 영통구 영통동","1***","25m이상","21.00","월세","202508","15","500","43","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"60","경기도 수원시 영통구 영통동","1***","12m미만","28.00","월세","202508","13","500","41","2000","영일로21번길","202508~202608","신규","-","","","단독다가구"
"61","경기도 수원시 영통구 영통동","1***","12m미만","65.00","월세","202508","12","14,000","6","1999","청명남로4번길","202508~202708","갱신","-","14,000","0","단독다가구"
"62","경기도 수원시 영통구 영통동","1***","12m미만","28.00","전세","202508","12","6,000","0","2002","영일로21번길","202508~202708","신규","-","","","단독다가구"
"63","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202508","12","500","43","2004","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"64","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202508","12","500","40","1999","매영로398번길","202508~202608","신규","-","","","단독다가구"
"65","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202508","11","500","35","2001","청명로59번길","202509~202609","신규","-","","","단독다가구"
"66","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202508","11","500","55","","청명로21번길","202508~202608","신규","-","","","단독다가구"
"67","경기도 수원시 영통구 영통동","9**","25m이상","20.00","월세","202508","11","500","43","2000","매영로","202508~202608","신규","-","","","단독다가구"
"68","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202508","11","300","36","1998","매영로415번길","202509~202608","신규","-","","","단독다가구"
"69","경기도 수원시 영통구 영통동","1***","25m미만","50.00","월세","202508","11","600","60","2001","반달로","202508~202708","신규","-","","","단독다가구"
"70","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202508","09","500","44","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"71","경기도 수원시 영통구 영통동","9**","25m이상","22.00","전세","202508","09","8,000","0","2000","매영로","202508~202802","신규","-","","","단독다가구"
"72","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202508","09","500","44","2000","매영로415번길","202508~202608","신규","-","","","단독다가구"
"73","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202508","09","500","43","2001","매영로415번길","202508~202608","신규","-","","","단독다가구"
"74","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202508","09","500","44","","매영로415번길","202508~202608","신규","-","","","단독다가구"
"75","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202508","08","500","44","2000","청명로","202508~202607","신규","-","","","단독다가구"
"76","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202508","08","500","46","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"77","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202508","08","300","35","2000","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"78","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202508","08","500","41","2001","청명남로60번길","202508~202608","신규","-","","","단독다가구"
"79","경기도 수원시 영통구 영통동","1***","12m미만","44.00","전세","202508","07","12,000","0","2001","청명로59번길","202509~202709","신규","-","","","단독다가구"
"80","경기도 수원시 영통구 영통동","1***","25m미만","23.00","월세","202508","07","500","41","2000","청명북로","202508~202608","신규","-","","","단독다가구"
"81","경기도 수원시 영통구 영통동","9**","12m미만","27.00","전세","202508","07","10,000","0","2000","봉영로1482번길","202508~202708","신규","-","","","단독다가구"
"82","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202508","07","300","44","2001","매영로415번길","202508~202602","신규","-","","","단독다가구"
"83","경기도 수원시 영통구 영통동","1***","25m미만","25.00","월세","202508","07","500","43","2001","청명북로","202508~202608","신규","-","","","단독다가구"
"84","경기도 수원시 영통구 영통동","9**","12m미만","26.00","월세","202508","07","500","40","2000","덕영대로1673번길","202508~202608","신규","-","","","단독다가구"
"85","경기도 수원시 영통구 영통동","1***","12m미만","22.86","월세","202508","06","300","36","","영일로","202508~202608","신규","-","","","단독다가구"
"86","경기도 수원시 영통구 영통동","1***","12m미만","23.77","월세","202508","06","500","40","2001","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"87","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202508","06","500","46","2000","청명남로50번길","202509~202609","신규","-","","","단독다가구"
"88","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202508","06","300","34","2000","매영로393번길","202508~202608","갱신","사용","300","33","단독다가구"
"89","경기도 수원시 영통구 영통동","9**","12m미만","38.74","월세","202508","06","3,000","105","2023","봉영로1492번길","202509~202609","갱신","-","3,000","105","단독다가구"
"90","경기도 수원시 영통구 영통동","1***","25m이상","24.00","월세","202508","05","500","38","2002","매영로425번길","202508~202608","신규","-","","","단독다가구"
"91","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202508","04","300","43","1998","매영로415번길","202508~202608","신규","-","","","단독다가구"
"92","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202508","04","500","41","1999","청명남로4번길","202508~202702","신규","-","","","단독다가구"
"93","경기도 수원시 영통구 영통동","1***","12m미만","28.38","전세","202508","02","8,000","0","2000","청명남로4번길","202508~202708","신규","-","","","단독다가구"
"94","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202508","01","500","42","2003","반달로","202508~202608","신규","-","","","단독다가구"
"95","경기도 수원시 영통구 영통동","1***","25m이상","25.00","월세","202507","31","500","38","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"96","경기도 수원시 영통구 영통동","1***","12m미만","29.52","전세","202507","30","9,000","0","2000","청명남로50번길","202508~202708","신규","-","","","단독다가구"
"97","경기도 수원시 영통구 영통동","9**","12m미만","32.36","월세","202507","30","500","45","2001","봉영로1482번길","202509~202608","신규","-","","","단독다가구"
"98","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202507","29","200","31","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"99","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202507","28","500","40","2001","반달로","202508~202608","신규","-","","","단독다가구"
"100","경기도 수원시 영통구 영통동","9**","12m미만","22.00","월세","202507","28","200","31","2001","매영로398번길","202508~202608","신규","-","","","단독다가구"
"101","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202507","28","2,000","34","2000","청명북로7번길","202508~202608","갱신","-","2,000","32","단독다가구"
"102","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202507","28","300","35","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"103","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202507","26","500","40","2000","매영로","202508~202608","신규","-","","","단독다가구"
"104","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","26","500","40","2001","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"105","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202507","25","1,000","46","1999","청명로59번길","202508~202608","신규","-","","","단독다가구"
"106","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","25","300","35","1999","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"107","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202507","25","1,000","46","1999","청명로59번길","-","-","-","","","단독다가구"
"108","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","25","300","40","1999","청명로43번길","202508~202602","신규","-","","","단독다가구"
"109","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202507","24","500","32","2001","청명로21번길","202508~202608","신규","-","","","단독다가구"
"110","경기도 수원시 영통구 영통동","1***","12m미만","26.58","전세","202507","24","7,000","0","2001","청명남로50번길","202507~202707","갱신","-","1,500","35","단독다가구"
"111","경기도 수원시 영통구 영통동","1***","25m이상","20.00","월세","202507","23","500","43","2001","청명로59번길","202507~202607","신규","-","","","단독다가구"
"112","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","22","500","39","2001","청명북로7번길","202507~202607","신규","-","","","단독다가구"
"113","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202507","22","2,500","25","2002","봉영로1482번길","202508~202608","신규","-","","","단독다가구"
"114","경기도 수원시 영통구 영통동","9**","12m미만","30.00","월세","202507","22","500","40","1999","매영로398번길","202508~202608","신규","-","","","단독다가구"
"115","경기도 수원시 영통구 영통동","9**","25m이상","24.00","월세","202507","21","500","44","1999","매영로","202508~202608","신규","-","","","단독다가구"
"116","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202507","21","500","50","2001","청명로21번길","202508~202608","신규","-","","","단독다가구"
"117","경기도 수원시 영통구 영통동","9**","12m미만","14.26","월세","202507","21","5,250","1","2003","봉영로1482번길","202508~202608","갱신","-","5,250","0","단독다가구"
"118","경기도 수원시 영통구 영통동","9**","12m미만","42.90","월세","202507","20","1,000","50","2000","봉영로1492번길","202507~202607","신규","-","","","단독다가구"
"119","경기도 수원시 영통구 영통동","9**","12m미만","23.42","월세","202507","20","1,000","33","2002","봉영로1492번길","202507~202607","신규","-","","","단독다가구"
"120","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202507","19","500","36","2000","덕영대로1681번길","202508~202608","신규","-","","","단독다가구"
"121","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202507","19","300","37","1999","청명로59번길","202507~202607","신규","-","","","단독다가구"
"122","경기도 수원시 영통구 영통동","9**","12m미만","22.00","월세","202507","18","500","46","1998","덕영대로1681번길","202508~202608","신규","-","","","단독다가구"
"123","경기도 수원시 영통구 영통동","1***","12m미만","45.00","전세","202507","18","13,000","0","2003","매영로425번길","202509~202709","신규","-","","","단독다가구"
"124","경기도 수원시 영통구 영통동","9**","12m미만","45.00","월세","202507","18","1,000","55","2001","봉영로1482번길","202508~202608","신규","-","","","단독다가구"
"125","경기도 수원시 영통구 영통동","9**","12m미만","23.80","전세","202507","18","12,000","0","2023","봉영로1492번길","202508~202708","신규","-","","","단독다가구"
"126","경기도 수원시 영통구 영통동","9**","12m미만","23.80","전세","202507","18","12,000","0","2023","봉영로1492번길","202508~202708","신규","-","","","단독다가구"
"127","경기도 수원시 영통구 영통동","1***","25m이상","39.00","월세","202507","18","400","42","2001","청명로","202507~202607","신규","-","","","단독다가구"
"128","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","17","300","37","2000","청명북로7번길","202508~202608","신규","-","","","단독다가구"
"129","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","17","300","36","2001","영일로","202508~202608","신규","-","","","단독다가구"
"130","경기도 수원시 영통구 영통동","1***","25m이상","49.99","월세","202507","17","1,000","100","2015","청명로","202508~202708","신규","-","","","단독다가구"
"131","경기도 수원시 영통구 영통동","1***","12m미만","29.26","월세","202507","17","500","46","1999","매영로415번길","202508~202608","신규","-","","","단독다가구"
"132","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202507","17","300","40","","청명북로7번길","202507~202707","신규","-","","","단독다가구"
"133","경기도 수원시 영통구 영통동","9**","12m미만","25.29","월세","202507","16","1,000","35","2001","봉영로1482번길","202507~202607","신규","-","","","단독다가구"
"134","경기도 수원시 영통구 영통동","1***","12m미만","49.50","월세","202507","16","800","67","1999","청명로77번길","202508~202607","신규","-","","","단독다가구"
"135","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202507","15","500","35","2001","청명로","202508~202608","신규","-","","","단독다가구"
"136","경기도 수원시 영통구 영통동","1***","25m미만","23.00","월세","202507","15","300","34","2001","반달로","202508~202608","신규","-","","","단독다가구"
"137","경기도 수원시 영통구 영통동","1***","12m미만","56.66","월세","202507","15","1,000","70","1998","청명남로50번길","202506~202606","갱신","-","1,000","70","단독다가구"
"138","경기도 수원시 영통구 영통동","9**","12m미만","22.00","월세","202507","15","500","46","1998","덕영대로1681번길","202508~202608","신규","-","","","단독다가구"
"139","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","14","500","43","2000","청명로59번길","202507~202607","신규","-","","","단독다가구"
"140","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","14","500","45","2001","매영로393번길","202508~202608","신규","-","","","단독다가구"
"141","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","14","500","45","2001","매영로393번길","-","-","-","","","단독다가구"
"142","경기도 수원시 영통구 영통동","1***","12m미만","18.00","월세","202507","14","200","24","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"143","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","14","500","43","2000","청명로59번길","202507~202607","신규","-","","","단독다가구"
"144","경기도 수원시 영통구 영통동","1***","12m미만","35.00","월세","202507","12","500","60","2002","매영로425번길","202508~202608","신규","-","","","단독다가구"
"145","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","12","300","42","2000","청명로59번길","202508~202602","신규","-","","","단독다가구"
"146","경기도 수원시 영통구 영통동","1***","12m미만","56.00","월세","202507","12","1,000","65","1998","청명남로4번길","202507~202707","신규","-","","","단독다가구"
"147","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","11","300","40","1999","청명남로4번길","202507~202607","신규","-","","","단독다가구"
"148","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202507","11","500","41","2004","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"149","경기도 수원시 영통구 영통동","9**","12m미만","60.00","월세","202507","11","500","46","1998","덕영대로1681번길","202508~202608","신규","-","","","단독다가구"
"150","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","11","300","40","1999","청명남로4번길","202507~202607","신규","-","","","단독다가구"
"151","경기도 수원시 영통구 영통동","1***","25m이상","20.00","월세","202507","10","300","36","1998","청명남로4번길","202507~202607","신규","-","","","단독다가구"
"152","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","08","500","45","2000","청명로","202507~202607","신규","-","","","단독다가구"
"153","경기도 수원시 영통구 영통동","9**","12m미만","26.00","월세","202507","08","500","40","2001","봉영로1482번길","202507~202607","신규","-","","","단독다가구"
"154","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","07","500","41","2000","청명남로50번길","202508~202608","신규","-","","","단독다가구"
"155","경기도 수원시 영통구 영통동","1***","25m이상","49.99","월세","202507","07","1,000","100","2015","청명로","202508~202707","신규","-","","","단독다가구"
"156","경기도 수원시 영통구 영통동","1***","12m미만","28.00","월세","202507","06","500","37","2003","청명남로4번길","-","-","-","","","단독다가구"
"157","경기도 수원시 영통구 영통동","1***","12m미만","22.00","전세","202507","05","7,500","0","2001","청명로59번길","202508~202708","신규","-","","","단독다가구"
"158","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","05","300","36","1999","청명로43번길","-","-","-","","","단독다가구"
"159","경기도 수원시 영통구 영통동","1***","25m미만","26.00","월세","202507","05","500","50","2001","청명로21번길","202508~202608","신규","-","","","단독다가구"
"160","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","05","300","36","","청명로43번길","202508~202608","신규","-","","","단독다가구"
"161","경기도 수원시 영통구 영통동","1***","25m이상","22.00","전세","202507","05","6,000","0","2002","청명로","202508~202708","신규","-","","","단독다가구"
"162","경기도 수원시 영통구 영통동","1***","25m이상","36.00","월세","202507","04","2,000","55","2001","청명로43번길","202508~202608","신규","-","","","단독다가구"
"163","경기도 수원시 영통구 영통동","1***","25m이상","36.00","월세","202507","04","2,000","55","2001","청명로43번길","202508~202608","신규","-","","","단독다가구"
"164","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202507","04","500","37","2000","청명로59번길","202508~202608","신규","-","","","단독다가구"
"165","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202507","04","700","45","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"166","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202507","04","500","47","2002","청명로59번길","202508~202608","신규","-","","","단독다가구"
"167","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202507","04","500","35","2002","봉영로1482번길","202508~202701","신규","-","","","단독다가구"
"168","경기도 수원시 영통구 영통동","1***","12m미만","24.70","월세","202507","03","300","43","2001","청명남로60번길","202507~202607","신규","-","","","단독다가구"
"169","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202507","03","300","44","2001","매영로415번길","202508~202608","신규","-","","","단독다가구"
"170","경기도 수원시 영통구 영통동","1***","12m미만","50.00","월세","202507","03","1,000","70","1999","청명로77번길","202508~202708","신규","-","","","단독다가구"
"171","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202507","03","300","35","2000","청명남로50번길","202507~202707","신규","-","","","단독다가구"
"172","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202507","03","500","40","1999","매영로398번길","202508~202608","신규","-","","","단독다가구"
"173","경기도 수원시 영통구 영통동","1***","25m미만","26.00","월세","202507","02","500","40","1999","청명북로","202508~202607","신규","-","","","단독다가구"
