"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"28","경기도 수원시 영통구 영통동","1154","1154","0000","영통라온프라이빗","전세","59.8334","202510","13","38,257","0","10","2017","영통로200번길 111","202510~202710","갱신","사용","36,435","0","아파트"
"29","경기도 수원시 영통구 영통동","1154","1154","0000","영통라온프라이빗","전세","59.8334","202510","13","38,257","0","10","2017","영통로200번길 111","202510~202610","갱신","사용","36,435","0","아파트"
"30","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202510","11","31,000","0","13","1999","봉영로1517번길 27","202512~202712","신규","-","","","아파트"
"31","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202510","11","25,900","0","17","1997","영통로 232","202511~202711","신규","-","","","아파트"
"32","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.7300","202510","11","22,600","0","1","1997","영통로 232","-","-","-","","","아파트"
"33","경기도 수원시 영통구 영통동","1154","1154","0000","영통라온프라이빗","전세","59.8334","202510","11","44,500","0","18","2017","영통로200번길 111","202511~202711","신규","-","","","아파트"
"34","경기도 수원시 영통구 영통동","996-3","0996","0003","대우월드마크","전세","127.9754","202510","10","65,000","0","26","2008","봉영로 1620","202510~202710","신규","-","","","아파트"
"35","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202510","10","44,000","0","11","1997","봉영로1517번길 76","202512~202712","신규","-","","","아파트"
"36","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202510","04","21,000","0","6","1997","영통로290번길 26","202511~202711","갱신","사용","20,000","0","아파트"
"37","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","전세","59.9500","202510","04","31,000","0","3","1997","봉영로1770번길 21","202511~202711","신규","-","","","아파트"
"38","경기도 수원시 영통구 영통동","969-1","0969","0001","태영","전세","84.8800","202510","04","35,000","0","8","1997","봉영로1517번길 73","202512~202712","갱신","-","33,000","0","아파트"
"39","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202510","03","25,200","0","14","1997","매영로310번길 12","202510~202710","갱신","사용","24,000","0","아파트"
"40","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202510","03","32,000","0","8","1999","영통로514번길 53","202511~202711","신규","-","","","아파트"
"41","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.8000","202510","03","30,000","0","16","1998","봉영로1744번길 16","202511~202711","신규","-","","","아파트"
"42","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202510","03","3,000","120","3","1999","봉영로1517번길 27","202601~202801","신규","-","","","아파트"
"43","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","38.1600","202510","03","25,000","0","7","2002","덕영대로1555번길 20","202510~202710","신규","-","","","아파트"
"44","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202510","03","41,000","0","17","1997","봉영로1517번길 76","202512~202712","신규","-","","","아파트"
"45","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202510","02","30,000","0","17","1997","영통로290번길 26","202510~202710","신규","-","","","아파트"
"46","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202510","02","26,250","0","13","1999","영통로514번길 53","202511~202711","-","-","","","아파트"
"47","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","49.7600","202510","02","3,000","85","6","1997","영통로 498","202511~202711","신규","-","","","아파트"
"48","경기도 수원시 영통구 영통동","956-2","0956","0002","청명마을동신","전세","134.6400","202510","02","75,000","0","11","1998","영통로 460","202512~202712","신규","-","","","아파트"
"49","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","월세","59.9650","202510","02","2,000","100","6","1997","매영로310번길 12","202510~202710","신규","-","","","아파트"
"50","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202510","02","39,000","0","1","1997","봉영로1517번길 76","202511~202711","갱신","-","34,000","0","아파트"
"51","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202510","02","39,000","0","1","1997","봉영로1517번길 76","202511~202711","갱신","-","34,000","0","아파트"
"52","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202510","02","28,000","0","2","1997","영통로290번길 26","202512~202712","신규","-","","","아파트"
"53","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202510","01","26,000","0","18","1997","영통로290번길 26","202511~202711","신규","-","","","아파트"
"54","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을한국","월세","59.9500","202510","01","4,500","90","2","1998","봉영로1770번길 21","202511~202609","신규","-","","","아파트"
"55","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202510","01","23,100","0","14","1997","영통로 498","202510~202710","갱신","-","23,100","0","아파트"
"56","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신안","전세","59.9650","202510","01","29,000","0","13","1997","매영로310번길 12","202512~202712","신규","-","","","아파트"
"57","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202510","01","27,720","0","11","1997","영통로 232","202601~202801","갱신","-","26,400","0","아파트"
"58","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","전세","84.9000","202509","30","43,000","0","1","2000","봉영로1517번길 30","202510~202710","신규","-","","","아파트"
"59","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","49.7100","202509","30","3,000","75","7","2002","덕영대로1555번길 20","202512~202607","신규","-","","","아파트"
"60","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202509","30","26,250","0","5","1997","매영로310번길 12","202510~202710","갱신","사용","25,000","0","아파트"
"61","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202509","30","25,200","0","2","1997","매영로310번길 12","202510~202710","갱신","사용","24,000","0","아파트"
"62","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202509","30","32,500","0","12","1997","영통로 232","202510~202710","갱신","사용","31,500","0","아파트"
"63","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실극동","전세","84.9000","202509","29","42,000","0","11","1999","봉영로1517번길 30","202512~202712","갱신","사용","40,000","0","아파트"
"64","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을한국","전세","59.9500","202509","29","28,000","0","7","1998","봉영로1770번길 21","202510~202710","신규","-","","","아파트"
"65","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.8000","202509","29","28,350","0","5","1998","봉영로1744번길 16","202511~202711","갱신","사용","27,000","0","아파트"
"66","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202509","29","28,000","0","5","1999","봉영로1517번길 27","202512~202712","갱신","사용","27,000","0","아파트"
"67","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","59.9600","202509","29","30,000","0","3","2002","덕영대로1555번길 20","202510~202710","갱신","-","25,000","0","아파트"
"68","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","월세","59.9650","202509","29","2,500","100","7","1997","매영로310번길 12","202510~202710","신규","-","","","아파트"
"69","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","49.5900","202509","29","23,100","0","3","1997","영통로290번길 25","202511~202711","갱신","사용","22,000","0","아파트"
"70","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202509","29","29,000","0","12","1997","매영로310번길 12","202601~202801","신규","-","","","아파트"
"71","경기도 수원시 영통구 영통동","988-2","0988","0002","살구골마을진덕서광성지동아","전세","134.8800","202509","29","50,000","0","3","1998","봉영로 1526","202509~202604","신규","-","","","아파트"
"72","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202509","29","20,000","0","10","1997","영통로290번길 26","202511~202711","신규","-","","","아파트"
"73","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","전세","59.8400","202509","29","28,000","0","3","1998","영통로 232","202512~202712","신규","-","","","아파트"
"74","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202509","27","25,000","0","15","1997","영통로290번길 25","202510~202710","갱신","사용","24,000","0","아파트"
"75","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","전세","84.9000","202509","27","38,850","0","18","2000","봉영로1517번길 30","202510~202710","갱신","사용","37,000","0","아파트"
"76","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202509","27","28,000","0","14","1997","매영로310번길 12","-","-","-","","","아파트"
"77","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202509","27","28,000","0","14","1997","매영로310번길 12","202511~202711","신규","-","","","아파트"
"78","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202509","27","30,000","0","10","1997","영통로290번길 26","202510~202710","갱신","-","23,000","0","아파트"
"79","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202509","26","30,000","0","16","1997","영통로290번길 26","202510~202710","신규","-","","","아파트"
"80","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","26","28,000","0","10","1997","영통로 498","-","-","-","","","아파트"
"81","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","26","30,000","0","9","1997","영통로 498","202511~202711","신규","-","","","아파트"
"82","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","26","28,000","0","10","1997","영통로 498","202512~202712","신규","-","","","아파트"
"83","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.8000","202509","26","28,700","0","18","1998","봉영로1744번길 16","202512~202712","신규","-","","","아파트"
"84","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","59.9600","202509","26","33,000","0","10","2002","덕영대로1555번길 20","202512~202712","신규","-","","","아파트"
"85","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","월세","59.9900","202509","26","10,000","65","1","1997","영통로290번길 25","202511~202711","신규","-","","","아파트"
"86","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신안","전세","59.9650","202509","26","24,000","0","1","1997","매영로310번길 12","202509~202603","신규","-","","","아파트"
"87","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202509","26","29,000","0","9","1997","영통로 232","202512~202712","신규","-","","","아파트"
"88","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202509","26","22,050","0","19","1997","영통로290번길 26","202510~202710","갱신","사용","21,000","0","아파트"
"89","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202509","26","25,200","0","2","1997","영통로 232","202509~202709","갱신","사용","24,000","0","아파트"
"90","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","월세","59.9900","202509","25","3,500","95","12","1999","영통로514번길 53","202510~202710","갱신","사용","3,500","90","아파트"
"91","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202509","25","28,350","0","11","1999","영통로514번길 53","202510~202710","갱신","사용","27,000","0","아파트"
"92","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","25","25,000","0","6","1997","영통로 498","202511~202705","갱신","사용","24,000","0","아파트"
"93","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","전세","59.9500","202509","25","32,000","0","6","1997","봉영로1770번길 21","202511~202711","갱신","-","32,000","0","아파트"
"94","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202509","25","27,300","0","15","1997","청명북로 81","202510~202710","갱신","사용","26,000","0","아파트"
"95","경기도 수원시 영통구 영통동","956-2","0956","0002","청명마을동신","전세","134.6400","202509","25","64,800","0","10","1998","영통로 460","202510~202610","갱신","-","61,740","0","아파트"
"96","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202509","25","28,000","0","12","1997","영통로290번길 25","202512~202712","신규","-","","","아파트"
"97","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202509","24","31,000","0","18","1997","청명북로 81","202512~202712","신규","-","","","아파트"
"98","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202509","24","24,000","0","14","1997","영통로290번길 25","202510~202710","갱신","사용","23,000","0","아파트"
"99","경기도 수원시 영통구 영통동","969-1","0969","0001","삼성","월세","84.8400","202509","24","5,000","135","1","1997","봉영로1517번길 73","202510~202710","신규","-","","","아파트"
"100","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","월세","59.9900","202509","24","2,000","110","13","1997","영통로290번길 26","202511~202711","신규","-","","","아파트"
"101","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202509","24","31,000","0","10","1997","영통로 232","202511~202711","신규","-","","","아파트"
"102","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","월세","59.8400","202509","24","25,000","30","18","1997","영통로 232","-","-","-","","","아파트"
"103","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(331동~337동)","전세","84.9600","202509","24","54,000","0","6","1997","청명로 132","202510~202704","신규","-","","","아파트"
"104","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(331동~337동)","월세","73.7900","202509","24","5,000","175","11","1997","청명로 132","202510~202711","신규","-","","","아파트"
"105","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","49.2600","202509","24","24,000","5","5","1999","봉영로1517번길 27","202512~202712","갱신","사용","24,000","0","아파트"
"106","경기도 수원시 영통구 영통동","1024-10","1024","0010","일송프라자","월세","20.3500","202509","23","1,000","63","11","2019","덕영대로 1705","202510~202608","신규","-","","","아파트"
"107","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202509","23","30,000","0","3","1997","영통로 232","-","-","-","","","아파트"
"108","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.7300","202509","23","30,000","0","17","1997","영통로 232","202511~202711","갱신","-","26,200","0","아파트"
"109","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","월세","59.8000","202509","23","7,000","80","13","1999","영통로514번길 53","202511~202711","갱신","사용","7,000","80","아파트"
"110","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","23","30,000","0","12","1997","영통로 498","202510~202710","신규","-","","","아파트"
"111","경기도 수원시 영통구 영통동","1053-2","1053","0002","풍림","전세","84.8400","202509","23","39,000","0","13","1997","봉영로1744번길 11","202512~202712","신규","-","","","아파트"
"112","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","전세","84.9000","202509","23","48,000","0","19","2000","봉영로1517번길 30","202601~202801","신규","-","","","아파트"
"113","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","59.9600","202509","22","25,000","17","13","2002","덕영대로1555번길 20","202511~202711","갱신","사용","25,000","12","아파트"
"114","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","전세","59.8400","202509","22","30,000","0","16","1998","영통로 232","202511~202711","신규","-","","","아파트"
"115","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","22","26,250","0","1","1997","영통로 498","202511~202702","갱신","사용","25,000","0","아파트"
"116","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","38.1600","202509","22","2,000","82","16","2002","덕영대로1555번길 20","202512~202712","신규","-","","","아파트"
"117","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","전세","59.8400","202509","22","30,000","0","5","1998","영통로 232","202512~202712","갱신","-","25,350","0","아파트"
"118","경기도 수원시 영통구 영통동","988-2","0988","0002","살구골마을진덕서광성지동아","전세","134.8800","202509","22","49,350","0","7","1998","봉영로 1526","202510~202710","갱신","사용","47,000","0","아파트"
"119","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","20","32,000","0","20","1997","영통로 498","202511~202711","신규","-","","","아파트"
"120","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을한국","전세","59.9900","202509","20","26,500","0","6","1998","봉영로1770번길 21","202511~202711","신규","-","","","아파트"
"121","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.8000","202509","20","23,000","0","8","1999","영통로514번길 53","202510~202710","갱신","사용","23,000","0","아파트"
"122","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","49.7600","202509","20","18,900","0","6","1997","영통로 498","202510~202710","갱신","사용","18,000","0","아파트"
"123","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","49.7600","202509","20","24,150","0","20","1997","영통로 498","202511~202711","갱신","사용","23,000","0","아파트"
"124","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","20","26,000","0","1","1997","영통로 498","202509~202709","갱신","-","22,000","0","아파트"
"125","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202509","20","27,300","0","8","1997","영통로 498","202510~202710","갱신","사용","26,000","0","아파트"
"126","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","49.7600","202509","20","18,900","0","6","1997","영통로 498","202510~202710","갱신","사용","18,000","0","아파트"
"127","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202509","20","3,000","110","11","1997","영통로 498","202511~202711","신규","-","","","아파트"
"128","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.7900","202509","20","29,500","0","14","1998","봉영로1744번길 16","202512~202712","갱신","-","24,310","0","아파트"
"129","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.7900","202509","20","30,000","0","16","1998","봉영로1744번길 16","202510~202710","신규","-","","","아파트"
"130","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","전세","59.9500","202509","20","23,000","0","3","1997","봉영로1770번길 21","202602~202802","갱신","-","23,000","0","아파트"
"131","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202509","20","32,000","0","18","1997","청명북로 81","202511~202711","신규","-","","","아파트"
"132","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3400","202509","20","31,000","0","6","1999","봉영로1517번길 27","202512~202712","신규","-","","","아파트"
"133","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","49.6300","202509","20","20,390","0","13","1999","봉영로1517번길 27","202510~202710","갱신","사용","20,390","0","아파트"
"134","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","38.1600","202509","20","19,000","0","1","2002","덕영대로1555번길 20","202510~202710","갱신","사용","19,000","0","아파트"
"135","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신안","월세","59.9650","202509","20","2,000","120","15","1997","매영로310번길 12","202511~202711","신규","-","","","아파트"
"136","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","월세","84.9000","202509","20","10,000","120","3","1997","봉영로1517번길 76","202512~202712","신규","-","","","아파트"
"137","경기도 수원시 영통구 영통동","988-2","0988","0002","살구골마을진덕서광성지동아","월세","101.2500","202509","20","9,000","133","4","1998","봉영로 1526","202510~202710","갱신","사용","9,000","125","아파트"
"138","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","월세","59.8400","202509","20","2,000","105","11","1997","영통로 232","202511~202711","갱신","사용","2,000","100","아파트"
"139","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202509","20","26,250","0","9","1997","영통로290번길 26","202511~202711","갱신","사용","25,000","0","아파트"
"140","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","월세","49.5900","202509","20","20,000","28","14","1997","영통로290번길 26","202510~202710","신규","-","","","아파트"
